time	aab
1.666666666666669e-05	0.0
3.354832429226901e-05	0.0
5.064879664400338e-05	0.0022377575052603973
6.797199339933548e-05	0.006735846664904274
8.552191248299361e-05	0.01351705612906472
0.00010330264247913478	0.022604390275962064
0.00012131836512149796	0.03402107041512159
0.00013957335786448106	0.047790535965508196
0.00015807199653820333	0.06393644560732745
0.00017681875809075066	0.0824826784062144
0.00019581822342093844	0.10345333490850614
0.00021507508030507543	0.12687273820626535
0.00023459412642136494	0.1527654349706968
0.0002543802724757417	0.18115619645257228
0.00027443854543311334	0.2120700194482522
0.0002947740918581531	0.24553212722986903
0.0003153921813699785	0.28156797043820947
0.00033629821021524816	0.32020322793681044
0.0003574977049644165	0.3614638076257583
0.00037899632633610423	0.4053758472136584
0.00040079987315477176	0.4519657149462183
0.0004229142864471262	0.5012600102898683
0.00044534565368294446	0.5532855645688202
0.0004681002131662663	0.6080694415539454
0.000491184358583191	0.6656389380018383
0.0005146046437128104	0.7260215841424078
0.0005383677873081248	0.7892451441133297
0.0005624806781541192	0.8553376163396713
0.0005869503803105253	0.9243272338569957
0.0006117841385471658	0.9962424645762307
0.0006369893839801625	1.0711120114885873
0.0006625737399177046	1.1489648128087988
0.0006885450279245041	1.229830042054949
0.0007149112741145233	1.3137371080631528
0.0007416807156820483	1.4007156549353512
0.0007688618076816867	1.490795561918487
0.0007964632300684176	1.5840069432133255
0.0008244938950093892	1.6803801477111977
0.0008529629544797682	1.7799457586569485
0.0008818798081555879	1.8827345932363861
0.000911254111617222	1.9887777020865482
0.0009410957848778295	2.0981063687271138
0.0009714150212518858	2.2107521089113176
0.0010022222965797192	2.3267466698947525
0.0010335283788248377	2.4461220296204678
0.001065344338061737	2.5689103958188197
0.0010976815568728552	2.695144205020556
0.0011305517411743658	2.824856121481673
0.001163966931491594	2.9580790360186295
0.0011979395147060012	3.0948460647525478
0.0012324822362969245	3.2351905477611105
0.0012676082131025655	3.3791460476369086
0.0013033309466261276	3.5267463479510783
0.0013396643369144876	3.6780254516211413
0.0013766226970383765	3.8330175791820436
0.001414220768204736	3.991757166959483
0.0014524737355337198	4.154278865144707
0.0014913972445347343	4.320617535770077
0.001531007418317968	4.490808250584796
0.0015713208755800477	4.664886288830329
0.001612354749404807	4.842887134915158
0.0016541267069226527	5.024846475988678
0.0016966549698746937	5.210800199414138
0.001739958336130661	5.400784390140751
0.0017840562022127136	5.5948353279751855
0.0018289685868805086	5.792989484752902
0.0018747161558364323	5.995283521409909
0.001921320247613662	6.201754284955757
0.001968802900713776	6.412438805348776
0.002017186882064969	6.6273742922747685
0.0020664957168766004	6.846598131830613
0.002116753719970811	7.0701478831144575
0.002167986028677333	7.298061274724438
0.0022202186373834155	7.530376201168129
0.0022734784338370347	7.767130719185182
0.002327793237308265	8.008363043985934
0.0023831918387209514	8.254111545409033
0.002439704042874617	8.504414744001469
0.002497360712884989	8.759311307024724
0.002556193816980616	9.01884004439109
0.0026162364778029	9.283039904534586
0.0026775230243675013	9.551949970221244
0.002740089046856579	9.825609454303986
0.0028039714544238173	10.104057695427658
0.0028692085362076653	10.387334153690263
0.0029358400257628978	10.675478406266862
0.003003907169136479	10.968530143003061
0.0030734527968309866	11.266529161985531
0.0031445213999176194	11.569515365097427
0.0032171592105812185	11.877528753567205
0.0032914142874019554	12.190609423519772
0.003367336605702552	12.508797561539543
0.003444978153316299	12.832133440255522
0.0035243930321599386	13.160657413959168
0.0036056375660269723	13.494409914266415
0.0036887704150513354	13.83343144583588
0.003773852697329053	14.177762582156001
0.0038609481182267187	14.527443961414528
0.0039501231079508625	14.882516282464541
0.004041446968001877	15.243020300901962
0.004134992027190692	15.608996825270294
0.0042308338079563015	15.980486713409176
0.004329051203788234	16.357530868964208
0.004429726668630744	16.74017023807638
0.004532946419225681	17.128445806270438
0.0046388006514395536	17.522398595562397
0.004747383771718208	17.922069661807548
0.004858794644920891	18.32750009231127
0.004973136859905544	18.73873100372613
0.005090519014370433	19.15580354025988
0.0052110550206051825	19.57875887222015
0.005334864433968943	20.00763819492297
0.005462072806096759	20.44248272799345
0.005592812065039698	20.88333371508845
0.005727220924772691	21.33023242407241
0.005865445326759401	21.783220147679074
0.006007638916549562	22.242338204693404
0.006153963558705017	22.707627941689587
0.006304589893711203	23.17913073536285
0.0064596979409363466	23.656887995494518
0.006619477752157725	24.1409411685917
0.006784130120690302	24.63133174224494
0.006953867351736449	25.12810125024929
0.007128914100236415	25.631291278536377
0.007309508283249168	26.140943471967347
0.007495902074746009	26.657099542038956
0.007688362991670706	27.17980127555753
0.007887175081228702	27.709090544338125
0.008092640220636067	28.24500931598887
0.008305079542012412	28.78759966584333
0.008524834996771685	29.336903790106515
0.008752271075786964	29.89296402028321
0.008987776703823733	30.45582283896029
0.009231767329302098	31.02552289701776
0.009484687233424249	31.60210703234633
0.009747012086163409	32.18561829015253
0.010019251780644164	32.77609994493522
0.010301953582159806	33.37359552422026
0.01059570563360133	33.97814883414295
0.010901140865574916	34.58980398696973
0.011218941367155292	35.208605430653016
0.01154984328230086	35.83459798051375
0.011894642307737659	36.467826853146754
0.012254199880967981	37.10833770264311
0.012629450162428798	37.75617665922116
0.013021407934280364	38.41139037035332
0.01343117756055582	39.0740260444686
0.013859963180341613	39.74413149730028
0.014309080338418744	40.42175520093267
0.014779969297818753	41.10694633558066
0.015274210327884863	41.79975484410689
0.015793541322061833	42.50023148924422
0.016339878174861017	43.20842791344093
0.01691533844130182	43.924396701180676
0.017522268919935143	44.648191443543396
0.018163277949359135	45.37986680466123
